lat_deg,lon_deg
33.56014203,73.16526932
33.56012079,73.16528496
33.56010039,73.16529834
33.56007915,73.16531398
33.56006092,73.16532446
33.56003968,73.16534012
33.56001843,73.16535575
33.55999718,73.16537138
33.55997448,73.16538618
33.55995328,73.16540181
33.55993209,73.16541746
33.55991091,73.16543313
33.55988966,73.16544885
33.55986838,73.16546451
33.55984715,73.16548013
33.55982598,73.16549578
33.55980482,73.16551145
33.55978361,73.16552714
33.55975942,73.16554371
33.55973823,73.16555936
33.55971452,73.16557240
33.55969336,73.16558810
33.55967223,73.16560379
33.55965289,73.16561681
33.55963183,73.16563247
33.55961079,73.16564820
33.55958975,73.16566396
33.55956874,73.16567969
33.55954775,73.16569541
33.55952679,73.16571109
33.55950587,73.16572678
33.55948495,73.16574251
33.55946405,73.16575825
33.55944315,73.16577402
33.55942228,73.16578974
33.55940144,73.16580544
33.55938064,73.16582116
33.55935982,73.16583689
33.55933903,73.16585261
33.55931829,73.16586829
33.55929758,73.16588395
33.55927688,73.16589965
33.55925618,73.16591536
33.55923545,73.16593107
33.55921473,73.16594675
33.55919403,73.16596242
33.55917333,73.16597806
33.55915268,73.16599364
33.55913208,73.16600923
33.55911147,73.16602484
33.55909086,73.16604043
33.55907028,73.16605600
33.55904976,73.16607161
33.55902917,73.16608720
33.55900859,73.16610274
33.55898803,73.16611823
33.55896749,73.16613371
33.55894696,73.16614916
33.55892644,73.16616462
33.55890595,73.16618005
33.55888546,73.16619548
33.55886496,73.16621090
33.55884449,73.16622627
33.55882403,73.16624162
33.55880361,73.16625690
33.55878320,73.16627215
33.55876277,73.16628740
33.55874232,73.16630263
33.55872191,73.16631787
33.55870153,73.16633308
33.55868117,73.16634826
33.55866082,73.16636342
33.55864046,73.16637858
33.55862013,73.16639373
33.55859982,73.16640886
33.55857952,73.16642398
33.55855924,73.16643914
33.55853897,73.16645426
33.55851870,73.16646937
33.55849843,73.16648449
33.55847814,73.16649965
33.55845788,73.16651485
33.55843762,73.16653009
33.55841736,73.16654530
33.55839710,73.16656048
33.55837681,73.16657566
33.55835649,73.16659086
33.55833617,73.16660607
33.55831582,73.16662128
33.55829549,73.16663647
33.55827517,73.16665168
33.55825486,73.16666688
33.55823454,73.16668210
33.55821416,73.16669733
33.55819383,73.16671257
33.55817351,73.16672786
33.55815312,73.16674310
33.55813274,73.16675832
33.55811238,73.16677355
33.55809203,73.16678878
33.55807164,73.16680399
33.55805126,73.16681921
33.55803091,73.16683446
33.55801055,73.16684966
33.55799018,73.16686487
33.55796981,73.16688011
33.55794943,73.16689531
33.55792906,73.16691046
33.55790873,73.16692560
33.55788839,73.16694076
33.55786803,73.16695591
33.55784767,73.16697105
33.55782733,73.16698613
33.55780696,73.16700117
33.55778662,73.16701622
33.55776631,73.16703122
33.55774599,73.16704623
33.55772567,73.16706124
33.55770538,73.16707620
33.55768509,73.16709113
33.55766480,73.16710608
33.55764453,73.16712102
33.55762427,73.16713591
33.55760403,73.16715079
33.55758380,73.16716569
33.55756356,73.16718060
33.55754330,73.16719546
33.55752308,73.16721027
33.55750288,73.16722507
33.55748267,73.16723986
33.55746246,73.16725464
33.55744226,73.16726944
33.55742207,73.16728420
33.55740186,73.16729896
33.55738170,73.16731364
33.55736160,73.16732833
33.55734147,73.16734305
33.55732132,73.16735776
33.55730118,73.16737246
33.55728102,73.16738715
33.55726087,73.16740181
33.55724075,73.16741646
33.55722064,73.16743111
33.55720054,73.16744578
33.55718048,73.16746047
33.55716045,73.16747513
33.55714042,73.16748981
33.55712043,73.16750449
33.55710043,73.16751922
33.55708041,73.16753398
33.55706042,73.16754874
33.55704046,73.16756351
33.55702052,73.16757831
33.55700059,73.16759310
33.55698067,73.16760789
33.55696077,73.16762271
33.55694086,73.16763757
33.55692094,73.16765244
33.55690105,73.16766731
33.55688119,73.16768219
33.55686130,73.16769708
33.55684143,73.16771196
33.55682158,73.16772687
33.55680172,73.16774178
33.55678187,73.16775667
33.55676206,73.16777157
33.55674228,73.16778650
33.55672250,73.16780143
33.55670274,73.16781639
33.55668298,73.16783133
33.55666323,73.16784625
33.55664350,73.16786118
33.55662379,73.16787614
33.55660411,73.16789111
33.55658445,73.16790608
33.55656479,73.16792106
33.55654513,73.16793602
33.55652551,73.16795095
33.55650593,73.16796588
33.55648633,73.16798082
33.55646675,73.16799573
33.55644720,73.16801060
33.55642765,73.16802549
33.55640809,73.16804037
